Date,ANC_all
11/22/1992,122.615
11/23/1992,93.3475
11/24/1992,101.045
11/25/1992,105.01
12/1/1992,122.91
12/8/1992,123.91
12/15/1992,112.9
12/22/1992,126.9
12/29/1992,126.9
1/5/1993,88.525
1/12/1993,132.9
1/19/1993,126.9
1/26/1993,127.91
2/2/1993,123.9
2/8/1993,115.9
2/17/1993,115.9
2/23/1993,117.9
3/2/1993,129.9
3/9/1993,124.9
3/11/1993,135.03
3/16/1993,123.9
3/23/1993,134.515
3/26/1993,106.18
3/28/1993,95
3/29/1993,93.105
3/30/1993,75.8575
3/31/1993,77.704
4/1/1993,91.18
4/2/1993,91.75
4/5/1993,107.51
4/6/1993,95.94
4/7/1993,83.345
4/8/1993,89.86
4/9/1993,93.67
4/10/1993,90.38
4/11/1993,81.345
4/12/1993,87.26
4/13/1993,78.19333333
4/14/1993,83.06
4/15/1993,78.27
4/16/1993,79.01
4/17/1993,59.93
4/20/1993,63.785
4/22/1993,70.81
4/23/1993,76.86
4/24/1993,72.525
4/27/1993,95.325
5/4/1993,112.72
5/5/1993,100.75
5/11/1993,113.91
5/18/1993,104.91
5/25/1993,103.91
6/1/1993,108.91
6/8/1993,109.91
6/14/1993,126.0066667
6/15/1993,118.63
6/22/1993,98.46
6/29/1993,125.89
7/6/1993,152.88
7/8/1993,154.81
7/13/1993,152.88
7/20/1993,167.87
7/21/1993,163.87
7/27/1993,145.01
8/10/1993,161.87
8/17/1993,141.88
8/24/1993,132.61375
8/25/1993,133.01
8/31/1993,166.86
9/1/1993,121.68
9/7/1993,148.695
9/14/1993,131.89
9/21/1993,154.88
9/28/1993,118.335
10/5/1993,138.9
10/12/1993,124.945
10/16/1993,127.8
10/19/1993,136.89
10/21/1993,129.095
10/26/1993,140.9
11/2/1993,132.9
11/9/1993,128.9
11/16/1993,113.9
11/23/1993,115.9
11/28/1993,95.535
11/30/1993,113.91
12/7/1993,116.9
12/14/1993,116.91
12/21/1993,117.815
12/28/1993,126.9
1/5/1994,134.9
1/11/1994,122.9
1/18/1994,116.9
1/25/1994,122.9
1/26/1994,125.85
2/1/1994,114.91
2/8/1994,117.9
2/9/1994,124.75
2/15/1994,127.9
2/18/1994,120.28
2/22/1994,121.75
3/1/1994,129.84
3/8/1994,132.9
3/10/1994,112.02
3/15/1994,136.9
3/21/1994,121.9
3/23/1994,105.24
3/24/1994,102.89
3/25/1994,122.655
3/26/1994,115.89
3/28/1994,125.93
3/29/1994,112.9
3/30/1994,110.89
3/31/1994,128.6
4/1/1994,124.78
4/2/1994,119.19
4/3/1994,109.63
4/4/1994,113.315
4/5/1994,104.5533333
4/6/1994,92.67571429
4/7/1994,75.716
4/8/1994,94.15
4/9/1994,98.955
4/10/1994,84.9
4/11/1994,89.09
4/12/1994,87.12
4/13/1994,78.09666667
4/14/1994,75.29666667
4/15/1994,68.076
4/16/1994,62.14
4/18/1994,74.47
4/19/1994,71.75
4/26/1994,73.84
5/3/1994,92.13
5/10/1994,110.32
5/17/1994,101.72
5/24/1994,112.91
5/31/1994,116.91
6/7/1994,120.91
6/14/1994,116.91
6/21/1994,131.89
6/28/1994,114.9
7/5/1994,138.88
7/12/1994,129.89
7/19/1994,154.88
7/26/1994,161.87
8/2/1994,155.87
8/9/1994,163.87
8/16/1994,146.88
8/23/1994,148.88
8/30/1994,158.88
9/7/1994,157.88
9/13/1994,144.89
9/20/1994,148.88
9/27/1994,156.87
10/4/1994,145.89
10/11/1994,145.88
10/18/1994,134.89
10/25/1994,140.88
11/1/1994,138.89
11/8/1994,127.9
11/15/1994,137.89
11/22/1994,142.89
11/29/1994,108.91
12/6/1994,109.52
12/13/1994,120.9
12/20/1994,127.9
12/27/1994,98.22
1/3/1995,134.9
1/10/1995,118.9
1/17/1995,86.93
1/24/1995,119.91
1/31/1995,108.32
2/7/1995,111.91
2/14/1995,123.91
2/21/1995,109.91
2/28/1995,129.9
3/7/1995,117.9
3/14/1995,114.82
3/21/1995,89.93
3/28/1995,91.63
4/4/1995,110.62
4/11/1995,101.12
4/18/1995,97.72
4/25/1995,103.72
5/2/1995,112.52
5/9/1995,104.91
5/16/1995,104.22
5/23/1995,114.9
5/30/1995,126.91
6/6/1995,134.89
6/13/1995,142.89
6/20/1995,163.88
6/27/1995,155.87
7/3/1995,151.87
7/11/1995,173.86
7/18/1995,137.89
7/25/1995,156.88
8/1/1995,171.86
8/8/1995,123.9
8/15/1995,143.89
8/22/1995,149.87
8/29/1995,152.87
9/5/1995,163.87
9/12/1995,166.87
9/19/1995,155.87
9/26/1995,139.89
10/3/1995,150.88
10/10/1995,144.89
10/17/1995,132.9
10/24/1995,99.22
10/31/1995,117.91
11/7/1995,109.62
11/14/1995,107.32
11/21/1995,100.62
11/28/1995,104.92
12/12/1995,111.91
12/29/1995,114.91
1/4/1996,111.91
1/10/1996,125.9
1/16/1996,113.9
1/24/1996,109.32
1/30/1996,103.83
2/6/1996,98.52
2/13/1996,100.02
2/20/1996,104.31
2/27/1996,101.73
3/5/1996,114.12
3/12/1996,108.12
3/19/1996,102.02
3/26/1996,86.83
4/2/1996,86.63
4/9/1996,102.02
4/16/1996,80.63
4/23/1996,57.46
4/30/1996,74.54
5/7/1996,87.13
5/14/1996,90.14
5/21/1996,77.73
5/28/1996,94.52
6/5/1996,118.91
6/11/1996,113.42
6/18/1996,126.91
6/25/1996,112.91
7/2/1996,117.9
7/9/1996,137.9
7/16/1996,114.62
7/23/1996,115.9
7/30/1996,186.86
8/6/1996,132.9
8/13/1996,225.82
8/20/1996,141.88
8/27/1996,132.89
9/3/1996,153.88
9/10/1996,153.87
9/17/1996,137.88
9/24/1996,135.89
10/1/1996,147.89
10/8/1996,147.88
10/15/1996,129.89
10/22/1996,100.13
10/29/1996,117.9
11/5/1996,109.91
11/12/1996,99.82
11/19/1996,111.31
11/26/1996,104.91
12/3/1996,93.93
12/10/1996,103.02
12/17/1996,106.92
12/23/1996,100.12
12/30/1996,95.92
1/7/1997,107.92
1/14/1997,117.82
1/21/1997,117.91
1/28/1997,99.91
2/4/1997,115.91
2/11/1997,122.91
2/18/1997,112.91
2/25/1997,102.72
3/4/1997,96.42
3/11/1997,116.91
3/18/1997,103.91
3/25/1997,120.91
4/1/1997,100.02
4/8/1997,80.93
4/15/1997,93.33
4/22/1997,77.24
4/30/1997,75.54
5/6/1997,91.73
5/13/1997,88.63
5/20/1997,98.83
5/27/1997,99.52
6/3/1997,118.91
6/10/1997,136.9
6/17/1997,118.9
6/24/1997,122.9
7/2/1997,135.89
7/8/1997,137.89
7/15/1997,78.04
7/22/1997,131.9
7/29/1997,140.89
8/5/1997,142.88
8/12/1997,144.88
8/19/1997,138.89
8/26/1997,128.9
9/2/1997,126.9
9/9/1997,134.89
9/16/1997,135.89
9/23/1997,136.89
9/30/1997,133.9
10/7/1997,144.89
10/14/1997,131.89
10/21/1997,144.89
10/29/1997,126.9
11/4/1997,102.91
11/12/1997,103.91
11/18/1997,120.91
11/25/1997,111.91
12/2/1997,113.91
12/9/1997,113.91
12/16/1997,111.91
12/23/1997,127.91
12/30/1997,109.91
1/6/1998,96.43
1/13/1998,95.62
1/20/1998,99.82
1/27/1998,107.91
2/3/1998,125.91
2/10/1998,114.91
2/17/1998,102.91
2/24/1998,123.91
3/3/1998,97.42
3/10/1998,89.23
3/17/1998,117.41
3/24/1998,99.91
3/31/1998,69.26
4/7/1998,75.64
4/14/1998,99.83
4/21/1998,94.63
4/28/1998,103.72
5/5/1998,102.91
5/12/1998,109.91
5/19/1998,115.9
5/26/1998,139.9
6/2/1998,125.91
6/9/1998,130.9
6/16/1998,102.13
6/23/1998,117.32
6/30/1998,110.91
7/7/1998,116.9
7/14/1998,117.91
7/21/1998,124.9
7/28/1998,144.89
8/4/1998,137.88
8/11/1998,132.9
8/18/1998,144.89
8/25/1998,141.89
9/1/1998,153.88
9/8/1998,142.88
9/15/1998,143.88
9/22/1998,143.88
9/29/1998,143.88
10/6/1998,150.88
10/13/1998,133.88
10/20/1998,139.89
10/27/1998,133.89
11/3/1998,123.9
11/10/1998,131.9
11/17/1998,122.9
11/24/1998,116.9
12/1/1998,100.02
12/8/1998,109.91
12/15/1998,118.91
12/22/1998,102.73
12/29/1998,127.91
1/5/1999,120.9
1/12/1999,123.91
1/18/1999,114.91
1/26/1999,98.6
2/2/1999,108.91
2/9/1999,108.91
2/16/1999,124.91
2/23/1999,119.9
3/2/1999,102.91
3/9/1999,103.91
3/16/1999,114.91
3/23/1999,101.12
3/30/1999,90.72
4/6/1999,95.13
4/13/1999,85.03
4/20/1999,98.33
4/27/1999,108.62
5/4/1999,116.91
5/11/1999,115.91
5/18/1999,134.9
5/25/1999,109.91
6/1/1999,130.89
6/8/1999,100.32
6/15/1999,116.9
6/22/1999,147.88
6/29/1999,157.88
7/6/1999,126.9
7/13/1999,136.88
7/20/1999,161.87
7/27/1999,162.87
8/3/1999,193.84
8/10/1999,155.87
8/17/1999,177.86
8/24/1999,164.87
8/31/1999,182.86
9/7/1999,189.85
9/14/1999,176.86
9/21/1999,116.91
9/28/1999,143.89
10/5/1999,119.9
10/12/1999,122.9
10/19/1999,118.9
10/26/1999,114.91
11/2/1999,121.9
11/9/1999,115.9
11/16/1999,129.91
11/23/1999,118.91
11/30/1999,102.91
12/7/1999,119.91
12/14/1999,120.91
12/21/1999,117.52
12/28/1999,131.9
1/4/2000,112.52
1/11/2000,121.91
1/18/2000,112.9
1/25/2000,130.9
2/1/2000,122.9
2/8/2000,126.9
2/15/2000,117.9
2/22/2000,123.9
2/29/2000,95.52
3/7/2000,116.91
3/14/2000,116.91
3/21/2000,110.91
3/28/2000,62.25
4/4/2000,70.75
4/11/2000,95.63
4/18/2000,93.84
4/25/2000,81.24
5/2/2000,79.13
5/9/2000,75.74
5/16/2000,103.73
5/23/2000,108.82
5/30/2000,113.02
6/6/2000,123.91
6/13/2000,118.91
6/20/2000,126.9
6/27/2000,125.89
7/5/2000,139.88
7/11/2000,151.88
7/18/2000,147.88
7/25/2000,153.87
8/1/2000,161.88
8/8/2000,149.88
8/15/2000,140.88
8/22/2000,145.88
8/29/2000,155.87
9/5/2000,152.87
9/13/2000,149.87
9/19/2000,145.88
9/26/2000,148.88
10/3/2000,158.88
10/10/2000,135.89
10/17/2000,135.89
10/24/2000,141.89
10/31/2000,126.89
11/7/2000,116.9
11/14/2000,117.9
11/21/2000,124.9
11/28/2000,111.91
12/5/2000,112.9
12/19/2000,88.13
12/26/2000,113.12
1/2/2001,100.61
1/9/2001,116.91
1/16/2001,109.91
1/23/2001,118.91
1/31/2001,111.91
2/6/2001,126.91
2/13/2001,109.91
2/20/2001,122.91
2/27/2001,121.91
3/7/2001,128.9
3/13/2001,122.9
3/20/2001,116.91
3/27/2001,123.91
4/3/2001,114.9
4/10/2001,109.12
4/17/2001,92.83
4/24/2001,50.77
5/1/2001,61.55
5/8/2001,86.63
5/15/2001,104.62
5/22/2001,123.91
5/29/2001,119.91
6/5/2001,97.32
6/12/2001,126.9
6/19/2001,131.89
6/26/2001,148.89
7/3/2001,150.88
7/10/2001,155.88
7/17/2001,149.89
7/24/2001,169.87
8/1/2001,168.86
8/7/2001,173.86
8/14/2001,179.85
8/21/2001,194.84
8/28/2001,196.85
9/4/2001,175.86
9/11/2001,178.86
9/18/2001,149.88
9/25/2001,111.9
10/2/2001,167.87
10/9/2001,123.9
10/16/2001,119.9
10/23/2001,119.91
10/30/2001,108.91
11/6/2001,102.62
11/13/2001,120.91
11/20/2001,102.12
11/27/2001,101.61
12/4/2001,106.92
12/11/2001,116.91
12/18/2001,98.32
12/26/2001,103.91
1/2/2002,118.91
1/8/2002,111.91
1/15/2002,114.91
1/22/2002,107.91
1/29/2002,120.91
2/5/2002,114.91
2/12/2002,114.91
2/19/2002,109.91
2/26/2002,113.32
3/5/2002,110.82
3/12/2002,104.03
3/19/2002,108.72
3/26/2002,101.52
4/2/2002,98.03
4/9/2002,79.765
4/12/2002,62.2
4/13/2002,67.6
4/15/2002,61.1
4/16/2002,53.2
4/17/2002,49.48
4/21/2002,89.4
4/23/2002,91.34
4/30/2002,90.74
5/7/2002,84.93
5/14/2002,69.84
5/21/2002,85.73
5/28/2002,103.52
6/4/2002,100.32
6/11/2002,118.91
6/18/2002,108.92
6/25/2002,110.91
7/2/2002,110.91
7/9/2002,98.32
7/15/2002,125.9
7/23/2002,126.9
7/30/2002,128.9
8/6/2002,153.88
8/13/2002,147.88
8/20/2002,165.87
8/27/2002,168.87
9/3/2002,159.86
9/10/2002,170.86
9/17/2002,136.89
9/24/2002,154.87
10/1/2002,138.89
10/8/2002,120.9
10/15/2002,132.89
10/22/2002,126.91
10/29/2002,116.91
11/5/2002,130.9
11/12/2002,103.91
11/19/2002,103.11
11/26/2002,97.72
12/3/2002,105.91
12/10/2002,120.91
12/17/2002,123.91
12/23/2002,87.42
12/30/2002,108.91
1/7/2003,116.31
1/14/2003,119.11
1/21/2003,121.9
1/28/2003,115.7
2/4/2003,121.3
2/11/2003,117.7
2/18/2003,134.7
2/25/2003,120.11
3/5/2003,122.3
3/11/2003,133.1
3/18/2003,107.92
3/25/2003,85.53
4/1/2003,78.73
4/8/2003,92.12
4/15/2003,69.95
4/22/2003,86.73
4/29/2003,87.33
5/6/2003,104.93
5/13/2003,94.53
5/20/2003,103.52
5/27/2003,108.31
6/3/2003,126.51
6/10/2003,120.7
6/17/2003,117.7
6/24/2003,131.49
7/1/2003,148.28
7/8/2003,160.47
7/15/2003,153.07
7/22/2003,152.68
7/29/2003,150.08
8/5/2003,150.47
8/12/2003,125.49
8/19/2003,145.28
8/26/2003,163.48
9/2/2003,161.67
9/9/2003,147.27
9/16/2003,157.07
9/23/2003,90.32
9/30/2003,140.69
10/7/2003,137.49
10/14/2003,155.48
10/21/2003,82.73
10/28/2003,101.52
11/4/2003,96.72
11/10/2003,95.92
11/18/2003,94.32
11/25/2003,96.13
12/2/2003,94.93
12/9/2003,104.32
12/17/2003,77.34
12/23/2003,96.13
12/30/2003,99.73
1/6/2004,94.13
1/13/2004,93.72
1/20/2004,102.52
1/27/2004,100.52
2/3/2004,117.72
2/10/2004,113.12
2/17/2004,107.11
2/24/2004,111.51
3/3/2004,99.73
3/9/2004,91.12
3/16/2004,100.92
3/18/2004,106.7
3/23/2004,106.52
3/30/2004,73.94
4/6/2004,86.34
4/13/2004,82.34
4/20/2004,86.74
4/27/2004,80.13
5/4/2004,87.73
5/10/2004,94.32
5/18/2004,113.51
5/25/2004,101.33
6/1/2004,105.72
6/8/2004,113.72
6/15/2004,120.11
6/22/2004,127.5
6/29/2004,126.7
7/6/2004,140.5
7/13/2004,122.5
7/20/2004,128.3
7/27/2004,143.29
8/3/2004,94.72
8/10/2004,147.49
8/17/2004,141.89
8/24/2004,136.7
8/31/2004,116.31
9/7/2004,122.49
9/14/2004,123.7
9/21/2004,128.29
9/28/2004,138.29
10/5/2004,132.09
10/12/2004,143.09
10/19/2004,126.7
10/26/2004,123.7
11/2/2004,128.5
11/9/2004,107.51
11/16/2004,118.31
11/23/2004,110.11
11/30/2004,113.72
12/7/2004,111.71
12/15/2004,116.71
12/20/2004,114.71
12/28/2004,113.31
1/4/2005,119.91
1/11/2005,109.11
1/18/2005,107.51
1/25/2005,124.31
2/1/2005,123.11
2/8/2005,118.71
2/15/2005,108.11
2/22/2005,112.31
2/28/2005,108.91
3/9/2005,118.71
3/15/2005,112.31
3/22/2005,120.31
3/29/2005,95.32
4/5/2005,94.54
4/12/2005,80.14
4/19/2005,80.33
4/26/2005,89.93
5/3/2005,91.73
5/10/2005,109.52
5/17/2005,98.12
5/24/2005,93.12
5/31/2005,105.11
6/7/2005,132.9
6/14/2005,127.49
6/21/2005,106.71
6/28/2005,119.1
7/5/2005,126.69
7/12/2005,131.69
7/19/2005,143.08
7/26/2005,156.88
8/2/2005,152.08
8/9/2005,163.27
8/16/2005,172.87
8/23/2005,143.49
8/30/2005,141.28
9/6/2005,134.89
9/13/2005,133.69
9/27/2005,134.69
10/4/2005,134.88
10/11/2005,118.9
10/18/2005,92.12
10/25/2005,87.33
11/1/2005,92.72
11/8/2005,111.92
11/15/2005,111.32
